@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
1, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, 8
3, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, 9
3, 0.43, 0.335, 0.105, 0.378, 0.188, 0.0785, 0.09, 6
3, 0.38, 0.27, 0.08, 0.2105, 0.0865, 0.042, 0.07, 8
3, 0.235, 0.13, 0.075, 0.1585, 0.0685, 0.037, 0.0465, 5
1, 0.645, 0.5, 0.16, 1.3815, 0.672, 0.326, 0.315, 9
3, 0.44, 0.365, 0.11, 0.4465, 0.213, 0.089, 0.1135, 9
2, 0.625, 0.5, 0.165, 1.288, 0.573, 0.3035, 0.315, 9
3, 0.465, 0.37, 0.12, 0.4365, 0.188, 0.0815, 0.147, 9
1, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, 11
3, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, 11
3, 0.55, 0.45, 0.13, 0.804, 0.3375, 0.1405, 0.23, 6
3, 0.515, 0.385, 0.125, 0.6115, 0.3175, 0.1265, 0.15, 8
1, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, 9
3, 0.355, 0.275, 0.085, 0.22, 0.092, 0.06, 0.15, 8
2, 0.665, 0.5, 0.175, 1.742, 0.595, 0.3025, 0.725, 21
3, 0.56, 0.425, 0.14, 0.9175, 0.4005, 0.1975, 0.26, 10
3, 0.3, 0.23, 0.08, 0.1275, 0.0435, 0.0265, 0.04, 8
2, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, 11
3, 0.375, 0.285, 0.08, 0.226, 0.0975, 0.04, 0.0725, 7
2, 0.505, 0.41, 0.135, 0.657, 0.291, 0.133, 0.195, 15
1, 0.5, 0.385, 0.12, 0.6335, 0.2305, 0.125, 0.235, 14
1, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, 13
3, 0.44, 0.34, 0.1, 0.379, 0.1725, 0.0815, 0.101, 7
1, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, 13
1, 0.54, 0.42, 0.155, 0.7385, 0.3515, 0.152, 0.215, 12
3, 0.625, 0.46, 0.16, 1.2395, 0.55, 0.273, 0.38, 14
2, 0.515, 0.405, 0.12, 0.646, 0.2895, 0.1405, 0.177, 10
3, 0.245, 0.19, 0.06, 0.086, 0.042, 0.014, 0.025, 4
1, 0.205, 0.155, 0.045, 0.0425, 0.017, 0.0055, 0.0155, 7
3, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, 9
2, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, 10
2, 0.455, 0.35, 0.12, 0.4555, 0.1945, 0.1045, 0.1375, 7
1, 0.525, 0.415, 0.145, 0.845, 0.3525, 0.1635, 0.2875, 8
1, 0.63, 0.505, 0.15, 1.3165, 0.6325, 0.2465, 0.37, 11
1, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, 11
1, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, 11
2, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, 9
1, 0.65, 0.52, 0.195, 1.676, 0.693, 0.44, 0.47, 15
3, 0.385, 0.28, 0.125, 0.244, 0.102, 0.038, 0.085, 6
3, 0.24, 0.17, 0.05, 0.0545, 0.0205, 0.016, 0.0155, 5
2, 0.46, 0.375, 0.12, 0.4915, 0.2205, 0.088, 0.17, 7
3, 0.42, 0.32, 0.11, 0.309, 0.115, 0.0645, 0.0945, 6
1, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, 9
1, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, 10
2, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, 13
3, 0.44, 0.335, 0.115, 0.4215, 0.173, 0.0765, 0.113, 7
1, 0.65, 0.5, 0.14, 1.238, 0.6165, 0.2355, 0.32, 8
1, 0.63, 0.505, 0.165, 1.26, 0.4525, 0.2755, 0.406, 14
1, 0.49, 0.39, 0.135, 0.592, 0.242, 0.096, 0.1835, 15
3, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, 9
1, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, 9
2, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, 9
3, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, 9
2, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, 13
3, 0.24, 0.175, 0.055, 0.0705, 0.025, 0.014, 0.021, 5
2, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, 9
2, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, 11
3, 0.27, 0.205, 0.075, 0.118, 0.059, 0.031, 0.0305, 4
3, 0.35, 0.26, 0.095, 0.211, 0.086, 0.056, 0.068, 7
2, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, 8
1, 0.64, 0.53, 0.165, 1.1895, 0.4765, 0.3, 0.35, 11
2, 0.505, 0.375, 0.18, 0.568, 0.2325, 0.1495, 0.17, 12
1, 0.625, 0.515, 0.165, 1.217, 0.667, 0.2065, 0.3115, 10
2, 0.625, 0.495, 0.16, 1.1115, 0.4495, 0.2825, 0.345, 11
1, 0.56, 0.425, 0.135, 0.849, 0.3265, 0.221, 0.2645, 10
2, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, 9
1, 0.63, 0.51, 0.23, 1.539, 0.5635, 0.2815, 0.57, 17
3, 0.205, 0.15, 0.055, 0.042, 0.0255, 0.015, 0.012, 5
1, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, 8
3, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, 17
1, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, 10
1, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, 9
1, 0.525, 0.38, 0.125, 0.65, 0.303, 0.155, 0.159, 7
1, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, 10
1, 0.565, 0.45, 0.16, 0.895, 0.415, 0.195, 0.246, 9
3, 0.28, 0.2, 0.075, 0.1225, 0.0545, 0.0115, 0.035, 5
3, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, 9
3, 0.31, 0.225, 0.05, 0.1445, 0.0675, 0.0385, 0.045, 6
2, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, 10
1, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, 8
3, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, 8
2, 0.68, 0.52, 0.185, 1.494, 0.615, 0.3935, 0.406, 11
3, 0.35, 0.26, 0.075, 0.18, 0.09, 0.0245, 0.055, 5
1, 0.35, 0.265, 0.09, 0.2255, 0.0995, 0.0485, 0.07, 7
2, 0.435, 0.325, 0.11, 0.4335, 0.178, 0.0985, 0.155, 7
3, 0.33, 0.25, 0.095, 0.2085, 0.102, 0.0395, 0.052, 7
2, 0.51, 0.34, 0.18, 0.7005, 0.312, 0.165, 0.2, 11
1, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, 9
3, 0.41, 0.3, 0.1, 0.282, 0.1255, 0.057, 0.0875, 7
1, 0.48, 0.38, 0.135, 0.528, 0.2, 0.1395, 0.16, 14
3, 0.41, 0.335, 0.11, 0.33, 0.157, 0.0705, 0.17, 7
3, 0.59, 0.45, 0.145, 1.022, 0.428, 0.268, 0.265, 10
3, 0.43, 0.325, 0.09, 0.425, 0.217, 0.087, 0.095, 7
2, 0.425, 0.335, 0.095, 0.322, 0.1205, 0.061, 0.125, 10
1, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, 10
1, 0.63, 0.47, 0.15, 1.1355, 0.539, 0.2325, 0.3115, 12
2, 0.655, 0.515, 0.18, 1.412, 0.6195, 0.2485, 0.497, 11
1, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, 8
1, 0.45, 0.34, 0.13, 0.3715, 0.1605, 0.0795, 0.105, 9
3, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, 8
2, 0.645, 0.515, 0.15, 1.212, 0.515, 0.2055, 0.385, 10
3, 0.195, 0.135, 0.04, 0.0325, 0.0135, 0.005, 0.0095, 4
1, 0.63, 0.48, 0.145, 1.0115, 0.4235, 0.237, 0.305, 12
3, 0.385, 0.28, 0.09, 0.228, 0.1025, 0.042, 0.0655, 5
1, 0.57, 0.435, 0.145, 0.9055, 0.3925, 0.2355, 0.275, 10
1, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, 8
3, 0.62, 0.47, 0.14, 0.8565, 0.3595, 0.16, 0.295, 9
3, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, 10
1, 0.615, 0.475, 0.17, 1.1825, 0.474, 0.2895, 0.24, 11
1, 0.485, 0.37, 0.13, 0.526, 0.2485, 0.105, 0.1555, 6
3, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, 8
3, 0.5, 0.38, 0.11, 0.5605, 0.28, 0.106, 0.15, 9
3, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, 10
3, 0.47, 0.355, 0.145, 0.4485, 0.156, 0.102, 0.123, 7
1, 0.58, 0.45, 0.175, 1.068, 0.425, 0.203, 0.32, 13
2, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, 9
1, 0.44, 0.365, 0.125, 0.516, 0.2155, 0.114, 0.155, 10
1, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, 10
1, 0.625, 0.495, 0.175, 1.254, 0.5815, 0.286, 0.3185, 9
1, 0.6, 0.495, 0.185, 1.1145, 0.5055, 0.2635, 0.367, 11
3, 0.475, 0.365, 0.1, 0.1315, 0.2025, 0.0875, 0.123, 7
3, 0.395, 0.31, 0.095, 0.313, 0.131, 0.072, 0.093, 7
3, 0.555, 0.46, 0.145, 0.9005, 0.3845, 0.158, 0.2765, 11
1, 0.59, 0.47, 0.16, 1.206, 0.479, 0.2425, 0.309, 8
2, 0.52, 0.405, 0.14, 0.8175, 0.2795, 0.183, 0.26, 17
3, 0.545, 0.405, 0.135, 0.5945, 0.27, 0.1185, 0.185, 8
2, 0.58, 0.44, 0.125, 0.7855, 0.363, 0.1955, 0.195, 11
1, 0.4, 0.32, 0.095, 0.303, 0.1335, 0.06, 0.1, 7
3, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, 10
2, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, 10
2, 0.39, 0.3, 0.1, 0.265, 0.1075, 0.06, 0.0865, 13
2, 0.67, 0.545, 0.175, 1.707, 0.6995, 0.387, 0.575, 13
1, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, 13
2, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, 9
1, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, 8
3, 0.47, 0.355, 0.125, 0.499, 0.21, 0.0985, 0.155, 8
1, 0.6, 0.465, 0.165, 1.038, 0.4975, 0.2205, 0.251, 9
1, 0.44, 0.34, 0.105, 0.402, 0.1305, 0.0955, 0.165, 10
3, 0.52, 0.405, 0.14, 0.5775, 0.2, 0.145, 0.179, 11
3, 0.47, 0.375, 0.12, 0.487, 0.196, 0.099, 0.135, 8
3, 0.515, 0.39, 0.14, 0.5555, 0.2, 0.1135, 0.2235, 12
1, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, 12
1, 0.155, 0.11, 0.04, 0.0155, 0.0065, 0.003, 0.005, 3
2, 0.275, 0.195, 0.07, 0.08, 0.031, 0.0215, 0.025, 5
3, 0.45, 0.335, 0.105, 0.447, 0.2335, 0.153, 0.119, 7
1, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, 10
3, 0.285, 0.215, 0.07, 0.1075, 0.051, 0.0225, 0.027, 6
1, 0.565, 0.45, 0.115, 0.9085, 0.398, 0.197, 0.29, 17
1, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, 12
3, 0.485, 0.355, 0.105, 0.498, 0.2175, 0.096, 0.1525, 9
3, 0.295, 0.22, 0.07, 0.126, 0.0515, 0.0275, 0.035, 6
3, 0.475, 0.36, 0.125, 0.4905, 0.205, 0.1305, 0.125, 8
2, 0.525, 0.44, 0.125, 0.7115, 0.3205, 0.159, 0.1915, 7
2, 0.7, 0.525, 0.19, 1.6465, 0.8545, 0.307, 0.3995, 9
2, 0.68, 0.57, 0.205, 1.842, 0.625, 0.408, 0.65, 20
2, 0.585, 0.45, 0.16, 0.9045, 0.405, 0.2215, 0.2335, 8
3, 0.265, 0.195, 0.06, 0.092, 0.0345, 0.025, 0.0245, 6
1, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, 10
1, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, 10
2, 0.38, 0.305, 0.095, 0.2815, 0.1255, 0.0525, 0.09, 8
1, 0.36, 0.27, 0.09, 0.2225, 0.083, 0.053, 0.075, 6
2, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, 9
1, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, 9
2, 0.605, 0.455, 0.145, 0.9775, 0.468, 0.1775, 0.275, 9
3, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, 9
1, 0.515, 0.405, 0.145, 0.695, 0.215, 0.1635, 0.234, 15
2, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, 10
1, 0.48, 0.36, 0.1, 0.439, 0.194, 0.099, 0.115, 8
1, 0.605, 0.475, 0.18, 0.9365, 0.394, 0.219, 0.295, 15
3, 0.29, 0.21, 0.06, 0.1045, 0.0415, 0.022, 0.035, 5
2, 0.655, 0.525, 0.19, 1.3595, 0.564, 0.3215, 0.3985, 10
2, 0.59, 0.46, 0.145, 0.9905, 0.453, 0.2205, 0.275, 8
3, 0.315, 0.245, 0.085, 0.1435, 0.053, 0.0475, 0.05, 8
1, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, 10
1, 0.565, 0.455, 0.185, 0.9265, 0.354, 0.1575, 0.375, 16
1, 0.535, 0.435, 0.15, 0.717, 0.3475, 0.1445, 0.194, 9
3, 0.4, 0.315, 0.09, 0.33, 0.151, 0.068, 0.08, 6
1, 0.59, 0.455, 0.145, 1.073, 0.475, 0.19, 0.285, 14
2, 0.575, 0.485, 0.165, 1.0405, 0.419, 0.264, 0.3, 14
1, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, 10
1, 0.515, 0.435, 0.145, 0.8815, 0.292, 0.206, 0.255, 10
2, 0.735, 0.565, 0.205, 2.1275, 0.949, 0.46, 0.565, 12
1, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, 11
1, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, 9
1, 0.495, 0.4, 0.14, 0.7775, 0.2015, 0.18, 0.25, 15
2, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, 8
1, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, 10
1, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, 10
1, 0.575, 0.46, 0.165, 0.9155, 0.4005, 0.2465, 0.2385, 8
2, 0.5, 0.405, 0.14, 0.6735, 0.265, 0.124, 0.25, 18
2, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, 9
2, 0.655, 0.505, 0.195, 1.4405, 0.688, 0.3805, 0.363, 11
1, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, 11
1, 0.605, 0.47, 0.165, 1.2315, 0.6025, 0.262, 0.2925, 11
3, 0.475, 0.365, 0.125, 0.5465, 0.229, 0.1185, 0.172, 9
3, 0.365, 0.275, 0.135, 0.24, 0.108, 0.0445, 0.0735, 7
2, 0.55, 0.43, 0.155, 0.785, 0.289, 0.227, 0.233, 11
1, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, 8
3, 0.36, 0.27, 0.09, 0.219, 0.097, 0.0405, 0.065, 6
2, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, 9
1, 0.6, 0.455, 0.155, 0.945, 0.4365, 0.2085, 0.25, 8
3, 0.4, 0.295, 0.095, 0.252, 0.1105, 0.0575, 0.066, 6
1, 0.575, 0.45, 0.185, 0.925, 0.342, 0.197, 0.35, 12
3, 0.44, 0.345, 0.1, 0.366, 0.122, 0.0905, 0.12, 13
2, 0.43, 0.34, 0.12, 0.391, 0.1555, 0.095, 0.1405, 7
2, 0.66, 0.52, 0.18, 1.514, 0.526, 0.2975, 0.42, 19
3, 0.45, 0.33, 0.105, 0.3715, 0.1865, 0.0785, 0.0975, 7
2, 0.47, 0.355, 0.18, 0.441, 0.1525, 0.1165, 0.135, 8
3, 0.475, 0.35, 0.11, 0.4565, 0.206, 0.099, 0.13, 6
3, 0.54, 0.42, 0.14, 0.6665, 0.3125, 0.138, 0.1895, 10
3, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, 9
3, 0.445, 0.34, 0.145, 0.434, 0.1945, 0.0905, 0.13, 7
3, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, 10
2, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, 11
1, 0.57, 0.455, 0.15, 0.952, 0.3895, 0.2155, 0.2745, 9
3, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, 8
1, 0.63, 0.48, 0.15, 1.1785, 0.5185, 0.248, 0.3235, 8
2, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, 18
1, 0.62, 0.47, 0.145, 1.0865, 0.511, 0.2715, 0.2565, 10
3, 0.45, 0.34, 0.125, 0.4045, 0.171, 0.07, 0.1345, 8
2, 0.635, 0.505, 0.155, 1.2895, 0.594, 0.314, 0.345, 11
3, 0.33, 0.255, 0.095, 0.172, 0.066, 0.0255, 0.06, 6
1, 0.455, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, 11
2, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, 13
1, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, 9
3, 0.495, 0.38, 0.12, 0.512, 0.233, 0.1205, 0.136, 7
1, 0.45, 0.345, 0.105, 0.4115, 0.18, 0.1125, 0.135, 7
2, 0.615, 0.475, 0.175, 1.194, 0.559, 0.259, 0.3165, 11
3, 0.435, 0.345, 0.12, 0.4475, 0.221, 0.112, 0.125, 7
2, 0.505, 0.385, 0.115, 0.616, 0.243, 0.1075, 0.21, 11
3, 0.58, 0.445, 0.125, 0.7095, 0.303, 0.1405, 0.235, 9
1, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, 12
2, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, 8
1, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, 12
1, 0.7, 0.575, 0.19, 2.273, 1.095, 0.418, 0.638, 12
1, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, 9
3, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, 9
1, 0.625, 0.505, 0.215, 1.4455, 0.496, 0.287, 0.435, 22
2, 0.53, 0.43, 0.17, 0.775, 0.35, 0.152, 0.235, 17
2, 0.725, 0.57, 0.205, 1.6195, 0.744, 0.315, 0.488, 11
2, 0.54, 0.475, 0.155, 0.928, 0.394, 0.194, 0.26, 11
1, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, 13
2, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, 13
1, 0.235, 0.17, 0.055, 0.0515, 0.018, 0.0105, 0.0195, 7
1, 0.67, 0.535, 0.19, 1.669, 0.7465, 0.2935, 0.508, 11
2, 0.56, 0.43, 0.15, 0.8745, 0.453, 0.161, 0.22, 8
2, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, 13
3, 0.51, 0.39, 0.125, 0.597, 0.293, 0.1265, 0.1555, 8
3, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, 8
1, 0.635, 0.48, 0.19, 1.467, 0.5825, 0.303, 0.42, 15
2, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, 8
1, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, 10
1, 0.59, 0.44, 0.15, 0.8725, 0.387, 0.215, 0.245, 8
1, 0.55, 0.405, 0.15, 0.9235, 0.412, 0.2135, 0.24, 7
3, 0.48, 0.335, 0.125, 0.524, 0.246, 0.1095, 0.145, 7
1, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, 11
2, 0.6, 0.465, 0.165, 0.8875, 0.309, 0.246, 0.262, 12
1, 0.45, 0.335, 0.14, 0.478, 0.1865, 0.115, 0.16, 11
3, 0.37, 0.275, 0.08, 0.2325, 0.093, 0.056, 0.072, 6
1, 0.485, 0.36, 0.13, 0.5415, 0.2595, 0.096, 0.16, 10
2, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, 10
3, 0.55, 0.425, 0.13, 0.664, 0.2695, 0.163, 0.21, 8
3, 0.35, 0.265, 0.095, 0.199, 0.073, 0.049, 0.06, 5
2, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, 10
2, 0.645, 0.48, 0.17, 1.1345, 0.528, 0.254, 0.305, 10
1, 0.54, 0.435, 0.18, 0.996, 0.3835, 0.226, 0.325, 17
2, 0.5, 0.385, 0.115, 0.6785, 0.2945, 0.138, 0.195, 12
2, 0.585, 0.445, 0.14, 0.913, 0.4305, 0.2205, 0.253, 10
2, 0.58, 0.445, 0.135, 0.95, 0.484, 0.182, 0.2325, 8
2, 0.555, 0.425, 0.14, 0.788, 0.282, 0.1595, 0.285, 11
2, 0.57, 0.435, 0.15, 0.8295, 0.3875, 0.156, 0.245, 10
2, 0.57, 0.45, 0.135, 0.7805, 0.3345, 0.185, 0.21, 8
2, 0.62, 0.435, 0.155, 1.012, 0.477, 0.236, 0.275, 8
2, 0.465, 0.36, 0.12, 0.4765, 0.192, 0.1125, 0.16, 10
2, 0.495, 0.385, 0.13, 0.6905, 0.3125, 0.179, 0.175, 10
2, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, 10
1, 0.64, 0.505, 0.155, 1.4025, 0.705, 0.2655, 0.335, 10
3, 0.43, 0.325, 0.105, 0.309, 0.119, 0.08, 0.098, 6
1, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, 10
1, 0.525, 0.43, 0.165, 0.8645, 0.376, 0.1945, 0.2515, 16
2, 0.49, 0.38, 0.155, 0.578, 0.2395, 0.1255, 0.18, 9
3, 0.4, 0.31, 0.1, 0.306, 0.13, 0.06, 0.094, 6
3, 0.385, 0.3, 0.09, 0.247, 0.1225, 0.044, 0.0675, 5
3, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, 7
1, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, 10
2, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, 9
1, 0.525, 0.405, 0.135, 0.7575, 0.3305, 0.216, 0.195, 10
2, 0.655, 0.51, 0.175, 1.415, 0.5885, 0.3725, 0.364, 10
3, 0.485, 0.415, 0.14, 0.5705, 0.25, 0.134, 0.185, 8
1, 0.555, 0.44, 0.15, 0.755, 0.307, 0.1525, 0.26, 12
2, 0.58, 0.435, 0.15, 0.839, 0.3485, 0.207, 0.192, 7
3, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, 13
1, 0.56, 0.42, 0.195, 0.8085, 0.3025, 0.1795, 0.285, 14
3, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, 8
1, 0.77, 0.605, 0.175, 2.0505, 0.8005, 0.526, 0.355, 11
3, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, 8
1, 0.535, 0.42, 0.15, 0.6995, 0.2575, 0.153, 0.24, 12
3, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, 13
1, 0.545, 0.44, 0.165, 0.744, 0.2875, 0.204, 0.25, 15
2, 0.675, 0.565, 0.195, 1.8375, 0.7645, 0.3615, 0.553, 12
3, 0.18, 0.135, 0.08, 0.033, 0.0145, 0.007, 0.01, 5
1, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, 8
2, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, 10
3, 0.185, 0.375, 0.12, 0.4645, 0.196, 0.1045, 0.15, 6
2, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, 8
3, 0.545, 0.42, 0.125, 0.717, 0.358, 0.112, 0.22, 8
1, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, 10
3, 0.365, 0.27, 0.085, 0.205, 0.078, 0.0485, 0.07, 7
2, 0.71, 0.545, 0.175, 1.907, 0.8725, 0.4565, 0.475, 11
2, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, 10
1, 0.67, 0.525, 0.165, 1.6085, 0.682, 0.3145, 0.4005, 11
2, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, 12
2, 0.53, 0.395, 0.145, 0.775, 0.308, 0.169, 0.255, 7
1, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, 8
1, 0.7, 0.535, 0.16, 1.7255, 0.63, 0.2635, 0.54, 19
1, 0.69, 0.54, 0.185, 1.6195, 0.533, 0.353, 0.555, 24
3, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, 8
2, 0.61, 0.495, 0.165, 1.0835, 0.4525, 0.273, 0.317, 9
1, 0.63, 0.515, 0.165, 1.352, 0.488, 0.349, 0.45, 20
3, 0.21, 0.15, 0.045, 0.04, 0.0135, 0.008, 0.0105, 4
2, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, 10
3, 0.61, 0.465, 0.15, 0.9605, 0.4495, 0.1725, 0.286, 9
1, 0.585, 0.475, 0.15, 1.065, 0.5315, 0.199, 0.2885, 10
2, 0.575, 0.47, 0.165, 0.869, 0.435, 0.197, 0.238, 9
1, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, 10
1, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, 10
1, 0.635, 0.51, 0.17, 1.3555, 0.619, 0.305, 0.39, 9
1, 0.645, 0.495, 0.19, 1.539, 0.6115, 0.408, 0.445, 12
3, 0.62, 0.485, 0.18, 1.1785, 0.4675, 0.2655, 0.39, 13
