@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
3, 0.54, 0.43, 0.14, 0.8195, 0.3935, 0.1725, 0.2295, 9
1, 0.615, 0.47, 0.16, 1.0175, 0.473, 0.2395, 0.28, 10
3, 0.55, 0.42, 0.115, 0.668, 0.2925, 0.137, 0.209, 11
1, 0.63, 0.485, 0.155, 1.278, 0.637, 0.275, 0.31, 8
1, 0.695, 0.54, 0.195, 1.691, 0.768, 0.363, 0.4755, 11
3, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, 8
2, 0.5, 0.38, 0.155, 0.655, 0.2405, 0.143, 0.205, 17
1, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, 13
1, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, 12
3, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, 9
3, 0.34, 0.265, 0.07, 0.185, 0.0625, 0.0395, 0.07, 7
1, 0.635, 0.525, 0.205, 1.484, 0.55, 0.3115, 0.43, 20
1, 0.575, 0.425, 0.14, 0.8635, 0.393, 0.227, 0.2, 11
3, 0.525, 0.4, 0.11, 0.6275, 0.3015, 0.126, 0.18, 8
2, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, 9
1, 0.695, 0.53, 0.19, 1.726, 0.7625, 0.436, 0.455, 11
2, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, 12
2, 0.625, 0.505, 0.175, 1.15, 0.5475, 0.256, 0.3045, 11
2, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, 9
1, 0.51, 0.405, 0.125, 0.6925, 0.327, 0.155, 0.1805, 7
1, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, 8
2, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, 12
1, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, 10
3, 0.4, 0.315, 0.085, 0.2675, 0.116, 0.0585, 0.0765, 6
3, 0.37, 0.275, 0.1, 0.2295, 0.0885, 0.0465, 0.07, 7
2, 0.645, 0.5, 0.155, 1.2205, 0.6145, 0.236, 0.3185, 10
2, 0.725, 0.56, 0.21, 2.141, 0.65, 0.398, 1.005, 18
1, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, 10
2, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, 8
1, 0.49, 0.395, 0.14, 0.549, 0.2215, 0.1275, 0.15, 11
2, 0.505, 0.385, 0.135, 0.6185, 0.251, 0.1175, 0.2, 12
1, 0.35, 0.255, 0.065, 0.179, 0.0705, 0.0385, 0.06, 10
3, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, 8
1, 0.515, 0.38, 0.175, 0.9565, 0.325, 0.158, 0.31, 14
1, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, 9
1, 0.76, 0.575, 0.19, 1.829, 0.7035, 0.386, 0.56, 14
2, 0.505, 0.39, 0.115, 0.66, 0.3045, 0.1555, 0.175, 8
1, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, 10
2, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, 10
2, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, 12
2, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.232, 0.38, 11
1, 0.57, 0.42, 0.14, 0.8745, 0.416, 0.165, 0.25, 8
1, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, 8
2, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, 10
3, 0.58, 0.445, 0.15, 0.8865, 0.383, 0.209, 0.255, 11
2, 0.655, 0.545, 0.185, 1.759, 0.6865, 0.313, 0.547, 11
1, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, 10
2, 0.65, 0.505, 0.165, 1.16, 0.4785, 0.274, 0.349, 11
1, 0.57, 0.46, 0.14, 0.9535, 0.4465, 0.2065, 0.245, 12
1, 0.625, 0.49, 0.165, 1.1165, 0.4895, 0.2615, 0.3325, 11
2, 0.685, 0.565, 0.175, 1.638, 0.7775, 0.375, 0.438, 11
1, 0.515, 0.405, 0.13, 0.722, 0.32, 0.131, 0.21, 10
2, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, 12
2, 0.615, 0.495, 0.16, 1.255, 0.5815, 0.3195, 0.3225, 12
1, 0.63, 0.495, 0.175, 1.2695, 0.605, 0.271, 0.328, 11
2, 0.68, 0.55, 0.175, 1.798, 0.815, 0.3925, 0.455, 19
2, 0.525, 0.44, 0.15, 0.8425, 0.3685, 0.1985, 0.24, 12
3, 0.485, 0.355, 0.13, 0.581, 0.245, 0.132, 0.168, 12
1, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, 9
2, 0.61, 0.45, 0.16, 1.136, 0.414, 0.311, 0.3, 9
2, 0.72, 0.56, 0.175, 1.7265, 0.637, 0.3415, 0.525, 17
3, 0.44, 0.355, 0.165, 0.435, 0.159, 0.105, 0.14, 16
3, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, 8
1, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, 12
2, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, 9
2, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, 10
3, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, 8
1, 0.67, 0.52, 0.165, 1.39, 0.711, 0.2865, 0.3, 11
1, 0.44, 0.335, 0.11, 0.394, 0.157, 0.096, 0.122, 9
3, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, 8
2, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, 10
3, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, 8
1, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, 9
1, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, 8
3, 0.515, 0.4, 0.12, 0.659, 0.2705, 0.179, 0.17, 13
2, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, 18
1, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, 11
1, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, 13
3, 0.44, 0.325, 0.09, 0.35, 0.148, 0.067, 0.105, 7
2, 0.51, 0.4, 0.14, 0.8145, 0.459, 0.1965, 0.195, 10
1, 0.61, 0.475, 0.17, 1.0265, 0.435, 0.2335, 0.3035, 10
1, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, 10
3, 0.59, 0.445, 0.135, 0.7715, 0.328, 0.1745, 0.23, 9
3, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, 8
2, 0.66, 0.525, 0.205, 1.3665, 0.5005, 0.291, 0.41, 18
1, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, 9
3, 0.27, 0.205, 0.05, 0.084, 0.03, 0.0185, 0.029, 6
1, 0.615, 0.47, 0.165, 1.128, 0.4465, 0.2195, 0.34, 10
1, 0.605, 0.445, 0.14, 0.982, 0.4295, 0.2085, 0.295, 12
3, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, 8
1, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, 9
1, 0.485, 0.395, 0.14, 0.6295, 0.2285, 0.127, 0.225, 14
3, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, 11
1, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, 17
3, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, 12
2, 0.655, 0.51, 0.175, 1.6525, 0.8515, 0.3365, 0.403, 10
1, 0.47, 0.37, 0.18, 0.51, 0.1915, 0.1285, 0.1625, 9
1, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, 9
2, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, 13
1, 0.52, 0.385, 0.115, 0.669, 0.2385, 0.172, 0.205, 12
1, 0.5, 0.38, 0.155, 0.66, 0.2655, 0.1365, 0.215, 19
3, 0.6, 0.48, 0.17, 0.9175, 0.38, 0.2225, 0.29, 8
3, 0.185, 0.13, 0.045, 0.029, 0.012, 0.0075, 0.0095, 4
2, 0.555, 0.42, 0.14, 0.868, 0.33, 0.243, 0.21, 13
3, 0.295, 0.22, 0.07, 0.1365, 0.0575, 0.0295, 0.035, 6
3, 0.465, 0.355, 0.09, 0.4325, 0.2005, 0.074, 0.1275, 9
1, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, 8
2, 0.55, 0.415, 0.135, 0.7635, 0.318, 0.21, 0.2, 9
2, 0.55, 0.45, 0.15, 0.875, 0.362, 0.1755, 0.2765, 10
2, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, 8
2, 0.48, 0.365, 0.135, 0.6395, 0.2945, 0.113, 0.175, 8
3, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, 8
3, 0.32, 0.255, 0.1, 0.1755, 0.073, 0.0415, 0.065, 7
3, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, 8
3, 0.385, 0.3, 0.09, 0.308, 0.1525, 0.056, 0.0835, 8
1, 0.645, 0.515, 0.16, 1.1845, 0.506, 0.311, 0.335, 9
1, 0.535, 0.41, 0.135, 0.862, 0.2855, 0.1525, 0.32, 14
3, 0.555, 0.455, 0.17, 0.8435, 0.309, 0.1905, 0.3, 15
2, 0.475, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, 7
3, 0.57, 0.45, 0.145, 0.751, 0.2825, 0.2195, 0.2215, 10
3, 0.45, 0.35, 0.145, 0.525, 0.2085, 0.1, 0.1655, 15
3, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, 9
3, 0.53, 0.42, 0.13, 0.8365, 0.3745, 0.167, 0.249, 11
3, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, 9
2, 0.53, 0.41, 0.13, 0.6965, 0.302, 0.1935, 0.2, 10
1, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, 8
3, 0.54, 0.425, 0.13, 0.8155, 0.3675, 0.1365, 0.246, 11
3, 0.3, 0.23, 0.075, 0.127, 0.052, 0.03, 0.0345, 6
3, 0.4, 0.29, 0.1, 0.258, 0.104, 0.059, 0.0815, 7
2, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, 12
1, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, 9
1, 0.55, 0.41, 0.125, 0.7605, 0.2505, 0.1635, 0.195, 14
3, 0.475, 0.35, 0.1, 0.4545, 0.2165, 0.111, 0.115, 7
1, 0.455, 0.35, 0.12, 0.4835, 0.1815, 0.144, 0.16, 11
2, 0.67, 0.51, 0.155, 1.278, 0.5605, 0.3045, 0.358, 11
2, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, 12
2, 0.545, 0.415, 0.15, 0.7335, 0.2795, 0.163, 0.2185, 11
3, 0.485, 0.37, 0.13, 0.458, 0.181, 0.113, 0.136, 10
3, 0.415, 0.31, 0.11, 0.2965, 0.123, 0.057, 0.0995, 10
2, 0.485, 0.38, 0.15, 0.605, 0.2155, 0.14, 0.18, 15
1, 0.42, 0.345, 0.105, 0.43, 0.175, 0.096, 0.13, 7
1, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, 17
1, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, 9
1, 0.37, 0.29, 0.09, 0.241, 0.11, 0.045, 0.069, 10
2, 0.455, 0.365, 0.115, 0.4305, 0.184, 0.108, 0.1245, 8
2, 0.665, 0.53, 0.185, 1.3955, 0.456, 0.3205, 0.49, 15
2, 0.66, 0.505, 0.185, 1.528, 0.69, 0.3025, 0.441, 11
3, 0.475, 0.375, 0.115, 0.5205, 0.233, 0.119, 0.1455, 7
1, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, 10
3, 0.175, 0.125, 0.04, 0.028, 0.0095, 0.008, 0.009, 4
3, 0.5, 0.41, 0.14, 0.6615, 0.2585, 0.1625, 0.196, 9
2, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, 10
1, 0.59, 0.405, 0.15, 0.853, 0.326, 0.2615, 0.245, 9
3, 0.31, 0.235, 0.07, 0.151, 0.063, 0.0405, 0.045, 6
2, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, 13
1, 0.31, 0.235, 0.06, 0.12, 0.0415, 0.033, 0.04, 11
3, 0.405, 0.25, 0.09, 0.2875, 0.128, 0.063, 0.0805, 7
1, 0.415, 0.345, 0.135, 0.3865, 0.128, 0.07, 0.148, 13
1, 0.26, 0.2, 0.065, 0.096, 0.044, 0.027, 0.03, 6
1, 0.475, 0.37, 0.125, 0.537, 0.222, 0.1215, 0.15, 9
1, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, 11
3, 0.33, 0.265, 0.09, 0.18, 0.068, 0.036, 0.06, 6
1, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, 8
1, 0.49, 0.385, 0.125, 0.609, 0.3065, 0.096, 0.1775, 8
1, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, 9
3, 0.465, 0.365, 0.115, 0.467, 0.2315, 0.0925, 0.113, 7
2, 0.475, 0.38, 0.14, 0.689, 0.3165, 0.1315, 0.1955, 7
2, 0.55, 0.43, 0.15, 0.84, 0.395, 0.195, 0.223, 8
2, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, 10
3, 0.51, 0.395, 0.13, 0.6025, 0.281, 0.143, 0.162, 7
2, 0.635, 0.535, 0.19, 1.242, 0.576, 0.2475, 0.39, 14
1, 0.5, 0.405, 0.14, 0.6155, 0.241, 0.1355, 0.205, 9
2, 0.56, 0.445, 0.155, 1.224, 0.5565, 0.3225, 0.2695, 10
3, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, 9
3, 0.37, 0.275, 0.1, 0.22, 0.094, 0.045, 0.065, 7
2, 0.605, 0.475, 0.175, 1.382, 0.609, 0.2325, 0.3985, 10
3, 0.365, 0.27, 0.085, 0.196, 0.0825, 0.0375, 0.06, 7
2, 0.48, 0.38, 0.12, 0.608, 0.2705, 0.1405, 0.185, 8
2, 0.35, 0.265, 0.09, 0.1855, 0.0745, 0.0415, 0.06, 7
3, 0.37, 0.275, 0.085, 0.2045, 0.096, 0.056, 0.08, 6
3, 0.165, 0.11, 0.02, 0.019, 0.0065, 0.0025, 0.005, 4
3, 0.525, 0.4, 0.14, 0.654, 0.305, 0.16, 0.169, 7
2, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, 10
2, 0.695, 0.565, 0.19, 1.7635, 0.7465, 0.399, 0.4975, 11
1, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, 10
2, 0.65, 0.59, 0.22, 1.662, 0.77, 0.378, 0.435, 11
2, 0.41, 0.315, 0.11, 0.321, 0.1255, 0.0655, 0.095, 10
2, 0.49, 0.385, 0.125, 0.5395, 0.2175, 0.128, 0.165, 11
1, 0.55, 0.435, 0.14, 0.7625, 0.327, 0.1685, 0.259, 10
3, 0.25, 0.185, 0.065, 0.0685, 0.0295, 0.014, 0.0225, 5
3, 0.365, 0.27, 0.075, 0.2215, 0.095, 0.0445, 0.07, 6
3, 0.51, 0.4, 0.125, 0.5575, 0.2615, 0.1195, 0.1525, 9
2, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, 9
3, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, 8
1, 0.545, 0.42, 0.145, 0.778, 0.3745, 0.1545, 0.205, 7
2, 0.475, 0.35, 0.115, 0.452, 0.1715, 0.092, 0.155, 11
1, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, 9
3, 0.45, 0.335, 0.115, 0.3935, 0.195, 0.071, 0.11, 7
3, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, 9
3, 0.385, 0.285, 0.085, 0.244, 0.1215, 0.0445, 0.068, 8
2, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, 13
3, 0.555, 0.425, 0.13, 0.648, 0.2835, 0.133, 0.2105, 8
2, 0.44, 0.34, 0.1, 0.451, 0.188, 0.087, 0.13, 10
2, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, 10
1, 0.435, 0.335, 0.11, 0.4385, 0.2075, 0.0715, 0.1315, 7
3, 0.53, 0.4, 0.145, 0.555, 0.1935, 0.1305, 0.195, 9
1, 0.4, 0.305, 0.085, 0.297, 0.108, 0.0705, 0.1, 10
1, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, 12
3, 0.355, 0.26, 0.09, 0.1925, 0.077, 0.038, 0.065, 8
2, 0.435, 0.35, 0.105, 0.4195, 0.194, 0.1005, 0.13, 7
1, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, 9
3, 0.19, 0.13, 0.045, 0.0265, 0.009, 0.005, 0.009, 5
2, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, 10
1, 0.635, 0.495, 0.195, 1.172, 0.445, 0.3115, 0.3475, 11
3, 0.515, 0.395, 0.125, 0.5805, 0.2365, 0.1075, 0.19, 9
3, 0.385, 0.28, 0.085, 0.2175, 0.097, 0.038, 0.067, 8
3, 0.39, 0.3, 0.1, 0.3085, 0.1385, 0.0735, 0.085, 6
2, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, 11
3, 0.515, 0.38, 0.12, 0.625, 0.3265, 0.1295, 0.16, 7
3, 0.29, 0.225, 0.07, 0.101, 0.036, 0.0235, 0.035, 8
1, 0.46, 0.34, 0.135, 0.495, 0.1655, 0.117, 0.185, 10
2, 0.635, 0.505, 0.17, 1.415, 0.605, 0.297, 0.365, 15
2, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, 9
1, 0.555, 0.435, 0.135, 0.858, 0.377, 0.1585, 0.29, 15
1, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, 10
2, 0.6, 0.465, 0.155, 1.04, 0.4755, 0.25, 0.28, 11
3, 0.445, 0.325, 0.1, 0.378, 0.1795, 0.1, 0.089, 7
3, 0.46, 0.345, 0.105, 0.449, 0.196, 0.0945, 0.1265, 7
1, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, 11
2, 0.405, 0.31, 0.12, 0.3095, 0.138, 0.058, 0.095, 13
1, 0.6, 0.46, 0.155, 0.9595, 0.4455, 0.189, 0.295, 11
2, 0.58, 0.46, 0.135, 0.926, 0.4025, 0.208, 0.275, 8
1, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, 9
3, 0.5, 0.395, 0.12, 0.537, 0.2165, 0.1085, 0.1785, 9
1, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, 9
1, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, 8
3, 0.355, 0.28, 0.085, 0.2905, 0.095, 0.0395, 0.115, 7
2, 0.72, 0.55, 0.195, 2.073, 1.0715, 0.4265, 0.5015, 9
1, 0.52, 0.415, 0.175, 0.753, 0.258, 0.171, 0.255, 8
2, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, 10
3, 0.075, 0.055, 0.01, 0.002, 0.001, 0.0005, 0.0015, 1
2, 0.58, 0.435, 0.14, 0.953, 0.475, 0.2165, 0.2095, 9
3, 0.25, 0.19, 0.065, 0.0835, 0.039, 0.015, 0.025, 5
3, 0.41, 0.305, 0.1, 0.2645, 0.1, 0.0655, 0.085, 7
2, 0.505, 0.395, 0.145, 0.6515, 0.2695, 0.153, 0.205, 15
3, 0.46, 0.35, 0.115, 0.4155, 0.18, 0.098, 0.1175, 7
1, 0.56, 0.45, 0.175, 1.011, 0.3835, 0.2065, 0.37, 15
3, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, 9
2, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, 10
3, 0.21, 0.17, 0.045, 0.0475, 0.019, 0.011, 0.013, 5
2, 0.475, 0.38, 0.145, 0.57, 0.167, 0.118, 0.187, 11
3, 0.425, 0.31, 0.09, 0.301, 0.1385, 0.065, 0.08, 7
3, 0.505, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, 8
3, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, 9
1, 0.585, 0.455, 0.145, 0.953, 0.3945, 0.2685, 0.258, 10
3, 0.425, 0.31, 0.095, 0.3075, 0.139, 0.0745, 0.093, 7
1, 0.5, 0.4, 0.125, 0.6725, 0.336, 0.12, 0.1825, 7
2, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, 13
3, 0.415, 0.33, 0.1, 0.3905, 0.1925, 0.0755, 0.1025, 7
1, 0.5, 0.4, 0.165, 0.825, 0.254, 0.205, 0.285, 13
3, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, 9
3, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, 8
3, 0.34, 0.265, 0.08, 0.2015, 0.09, 0.0475, 0.055, 5
1, 0.415, 0.305, 0.1, 0.325, 0.156, 0.0505, 0.091, 6
3, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, 10
1, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, 8
2, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, 9
1, 0.695, 0.515, 0.175, 1.5165, 0.578, 0.4105, 0.39, 15
3, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, 10
1, 0.52, 0.4, 0.165, 0.8565, 0.2745, 0.201, 0.21, 12
2, 0.505, 0.39, 0.175, 0.692, 0.267, 0.15, 0.215, 12
2, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, 12
2, 0.46, 0.365, 0.125, 0.4785, 0.206, 0.1045, 0.141, 8
3, 0.585, 0.475, 0.16, 1.0505, 0.48, 0.234, 0.285, 10
2, 0.52, 0.425, 0.165, 0.9885, 0.396, 0.225, 0.32, 16
1, 0.35, 0.26, 0.09, 0.198, 0.0725, 0.056, 0.06, 10
1, 0.56, 0.41, 0.165, 0.93, 0.3505, 0.237, 0.3, 13
1, 0.59, 0.47, 0.18, 1.1235, 0.4205, 0.2805, 0.36, 13
2, 0.495, 0.375, 0.15, 0.597, 0.2615, 0.135, 0.178, 11
1, 0.55, 0.425, 0.15, 0.8315, 0.411, 0.1765, 0.2165, 10
3, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, 8
1, 0.45, 0.35, 0.13, 0.46, 0.174, 0.111, 0.135, 8
2, 0.585, 0.45, 0.16, 1.077, 0.4995, 0.2875, 0.25, 10
2, 0.565, 0.45, 0.16, 0.795, 0.3605, 0.1555, 0.23, 12
2, 0.5, 0.385, 0.13, 0.768, 0.2625, 0.095, 0.27, 13
3, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, 8
1, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, 9
2, 0.66, 0.515, 0.18, 1.523, 0.54, 0.3365, 0.555, 16
3, 0.3, 0.22, 0.065, 0.1195, 0.052, 0.0155, 0.035, 5
2, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, 9
3, 0.255, 0.195, 0.07, 0.0735, 0.0255, 0.02, 0.025, 6
2, 0.625, 0.515, 0.16, 1.264, 0.5715, 0.326, 0.321, 9
2, 0.5, 0.4, 0.165, 0.7105, 0.27, 0.1455, 0.225, 20
1, 0.59, 0.465, 0.14, 1.046, 0.4695, 0.263, 0.263, 7
2, 0.58, 0.44, 0.18, 0.854, 0.3665, 0.1635, 0.245, 12
1, 0.335, 0.25, 0.09, 0.181, 0.0755, 0.0415, 0.06, 7
2, 0.465, 0.35, 0.11, 0.4085, 0.165, 0.102, 0.131, 8
1, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, 10
1, 0.5, 0.41, 0.15, 0.662, 0.2815, 0.137, 0.22, 11
2, 0.55, 0.47, 0.15, 0.9205, 0.381, 0.2435, 0.2675, 10
3, 0.405, 0.3, 0.105, 0.304, 0.1455, 0.061, 0.0805, 6
3, 0.335, 0.25, 0.075, 0.1825, 0.0705, 0.044, 0.055, 7
3, 0.445, 0.33, 0.12, 0.347, 0.12, 0.084, 0.105, 11
1, 0.325, 0.24, 0.085, 0.173, 0.0795, 0.038, 0.05, 7
2, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, 10
2, 0.635, 0.505, 0.165, 1.251, 0.577, 0.227, 0.3825, 11
3, 0.395, 0.29, 0.095, 0.3, 0.158, 0.068, 0.078, 7
3, 0.515, 0.385, 0.125, 0.572, 0.237, 0.1435, 0.165, 7
1, 0.46, 0.38, 0.135, 0.482, 0.207, 0.1225, 0.145, 10
2, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, 12
2, 0.625, 0.42, 0.165, 1.0595, 0.358, 0.165, 0.445, 21
3, 0.38, 0.29, 0.1, 0.237, 0.108, 0.0395, 0.082, 6
1, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, 11
2, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, 10
1, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, 12
1, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, 11
1, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, 13
2, 0.61, 0.47, 0.16, 1.017, 0.426, 0.2255, 0.32, 12
1, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, 13
2, 0.55, 0.44, 0.15, 0.8945, 0.3145, 0.151, 0.32, 19
2, 0.665, 0.515, 0.18, 1.389, 0.5945, 0.324, 0.395, 10
2, 0.645, 0.5, 0.15, 1.159, 0.4675, 0.3355, 0.31, 9
3, 0.455, 0.33, 0.1, 0.372, 0.358, 0.0775, 0.11, 8
1, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, 11
3, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, 8
3, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, 8
1, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, 10
2, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, 10
1, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, 13
