@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
3, 0.425, 0.325, 0.115, 0.3685, 0.162, 0.0865, 0.1045, 7
1, 0.615, 0.45, 0.15, 1.198, 0.707, 0.2095, 0.2505, 7
3, 0.45, 0.355, 0.12, 0.412, 0.1145, 0.0665, 0.16, 19
1, 0.65, 0.505, 0.17, 1.5595, 0.695, 0.3515, 0.395, 11
1, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, 10
2, 0.51, 0.39, 0.135, 0.6335, 0.231, 0.179, 0.2, 9
1, 0.575, 0.47, 0.185, 0.985, 0.3745, 0.2175, 0.355, 10
2, 0.55, 0.425, 0.14, 0.952, 0.4895, 0.1945, 0.2185, 7
3, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, 8
3, 0.36, 0.26, 0.08, 0.1795, 0.074, 0.0315, 0.06, 5
3, 0.405, 0.3, 0.085, 0.3035, 0.15, 0.0505, 0.088, 7
2, 0.615, 0.48, 0.16, 1.2525, 0.585, 0.2595, 0.33, 8
3, 0.41, 0.32, 0.095, 0.2905, 0.141, 0.063, 0.073, 5
3, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, 9
1, 0.645, 0.5, 0.19, 1.229, 0.524, 0.278, 0.395, 17
2, 0.665, 0.535, 0.19, 1.496, 0.5775, 0.2815, 0.475, 17
2, 0.445, 0.335, 0.11, 0.4355, 0.2025, 0.1095, 0.1195, 6
3, 0.36, 0.275, 0.085, 0.1975, 0.0745, 0.0415, 0.07, 9
1, 0.65, 0.505, 0.19, 1.274, 0.59, 0.23, 0.391, 11
3, 0.52, 0.41, 0.14, 0.5995, 0.242, 0.1375, 0.182, 11
2, 0.545, 0.445, 0.15, 0.8, 0.3535, 0.163, 0.207, 9
1, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, 11
1, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, 10
1, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, 13
3, 0.325, 0.245, 0.075, 0.1495, 0.0605, 0.033, 0.045, 5
3, 0.485, 0.39, 0.125, 0.591, 0.287, 0.141, 0.12, 9
3, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, 10
3, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, 9
2, 0.52, 0.4, 0.12, 0.6515, 0.261, 0.2015, 0.165, 15
1, 0.63, 0.48, 0.15, 1.271, 0.6605, 0.2425, 0.31, 11
3, 0.465, 0.37, 0.11, 0.445, 0.1635, 0.096, 0.166, 7
2, 0.67, 0.505, 0.205, 1.3645, 0.6075, 0.3025, 0.353, 9
3, 0.265, 0.205, 0.07, 0.1055, 0.039, 0.041, 0.035, 5
3, 0.48, 0.35, 0.1, 0.519, 0.2365, 0.1275, 0.126, 7
3, 0.43, 0.34, 0.12, 0.3575, 0.151, 0.0645, 0.1045, 9
1, 0.48, 0.375, 0.115, 0.6765, 0.3205, 0.1065, 0.17, 6
2, 0.475, 0.36, 0.125, 0.447, 0.1695, 0.081, 0.14, 9
2, 0.47, 0.36, 0.145, 0.537, 0.1725, 0.1375, 0.195, 15
1, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.2, 0.23, 10
2, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, 12
1, 0.58, 0.45, 0.14, 1.013, 0.38, 0.216, 0.36, 14
1, 0.465, 0.36, 0.11, 0.4955, 0.2665, 0.085, 0.121, 7
3, 0.335, 0.25, 0.075, 0.186, 0.0945, 0.038, 0.0445, 7
2, 0.525, 0.425, 0.145, 0.7995, 0.3345, 0.209, 0.24, 15
1, 0.555, 0.42, 0.145, 0.8695, 0.3075, 0.2575, 0.25, 14
1, 0.39, 0.3, 0.09, 0.3055, 0.143, 0.0645, 0.085, 9
2, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, 10
2, 0.595, 0.45, 0.15, 1.114, 0.5865, 0.2205, 0.25, 11
3, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, 8
2, 0.52, 0.405, 0.145, 0.829, 0.3535, 0.1685, 0.205, 15
1, 0.5, 0.415, 0.165, 0.6885, 0.249, 0.138, 0.25, 13
2, 0.635, 0.49, 0.17, 1.2615, 0.5385, 0.2665, 0.38, 9
2, 0.65, 0.545, 0.23, 1.752, 0.5605, 0.2895, 0.815, 16
2, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, 13
2, 0.585, 0.475, 0.185, 0.9585, 0.4145, 0.1615, 0.33, 11
3, 0.395, 0.29, 0.095, 0.319, 0.138, 0.08, 0.082, 7
3, 0.35, 0.235, 0.08, 0.17, 0.0725, 0.0465, 0.0495, 7
2, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, 9
1, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, 9
2, 0.615, 0.48, 0.165, 1.1615, 0.513, 0.301, 0.305, 10
1, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, 10
2, 0.575, 0.445, 0.135, 0.883, 0.381, 0.2035, 0.26, 11
3, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, 11
2, 0.425, 0.33, 0.115, 0.406, 0.1635, 0.081, 0.1355, 8
3, 0.33, 0.265, 0.085, 0.196, 0.0775, 0.0305, 0.0445, 6
3, 0.21, 0.15, 0.055, 0.0455, 0.02, 0.0065, 0.013, 4
2, 0.62, 0.485, 0.22, 1.511, 0.5095, 0.284, 0.51, 17
3, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, 9
3, 0.49, 0.39, 0.12, 0.511, 0.2205, 0.103, 0.1745, 9
3, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, 10
1, 0.415, 0.315, 0.115, 0.3895, 0.2015, 0.065, 0.103, 9
3, 0.545, 0.43, 0.15, 0.742, 0.3525, 0.158, 0.208, 10
1, 0.34, 0.265, 0.085, 0.1835, 0.077, 0.046, 0.065, 10
1, 0.595, 0.475, 0.14, 0.944, 0.3625, 0.189, 0.315, 9
3, 0.42, 0.325, 0.11, 0.325, 0.1245, 0.0755, 0.1025, 7
1, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, 10
1, 0.735, 0.59, 0.225, 1.756, 0.637, 0.3405, 0.58, 21
2, 0.575, 0.48, 0.165, 1.078, 0.511, 0.2095, 0.306, 9
3, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, 8
3, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, 8
1, 0.425, 0.325, 0.1, 0.3295, 0.1365, 0.0725, 0.11, 7
2, 0.29, 0.21, 0.075, 0.275, 0.113, 0.0675, 0.035, 6
3, 0.58, 0.435, 0.15, 0.8915, 0.363, 0.1925, 0.2515, 6
3, 0.435, 0.345, 0.115, 0.418, 0.222, 0.0735, 0.106, 7
2, 0.45, 0.38, 0.165, 0.8165, 0.25, 0.1915, 0.265, 23
3, 0.5, 0.4, 0.12, 0.616, 0.261, 0.143, 0.1935, 8
1, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, 10
3, 0.46, 0.35, 0.11, 0.4, 0.176, 0.083, 0.1205, 7
2, 0.72, 0.575, 0.215, 2.226, 0.8955, 0.405, 0.62, 13
1, 0.61, 0.47, 0.165, 1.052, 0.498, 0.242, 0.267, 9
1, 0.31, 0.225, 0.075, 0.1295, 0.0455, 0.0335, 0.044, 9
2, 0.57, 0.445, 0.145, 0.8775, 0.412, 0.217, 0.22, 8
3, 0.55, 0.42, 0.135, 0.816, 0.3995, 0.1485, 0.23, 12
2, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, 9
1, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, 9
3, 0.565, 0.435, 0.145, 0.8445, 0.3975, 0.158, 0.255, 9
1, 0.63, 0.48, 0.165, 1.286, 0.604, 0.271, 0.35, 8
2, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, 10
2, 0.51, 0.4, 0.13, 0.5735, 0.219, 0.1365, 0.195, 13
1, 0.61, 0.475, 0.155, 0.983, 0.4565, 0.228, 0.266, 10
1, 0.42, 0.34, 0.125, 0.4495, 0.165, 0.1125, 0.144, 11
2, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, 13
2, 0.57, 0.45, 0.18, 0.908, 0.4015, 0.217, 0.255, 9
1, 0.65, 0.505, 0.18, 1.469, 0.7115, 0.3335, 0.38, 9
2, 0.59, 0.46, 0.16, 1.0115, 0.445, 0.2615, 0.2565, 8
1, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, 9
1, 0.475, 0.375, 0.125, 0.593, 0.277, 0.115, 0.18, 10
2, 0.595, 0.475, 0.16, 1.1405, 0.547, 0.231, 0.271, 6
3, 0.28, 0.21, 0.085, 0.1075, 0.0415, 0.024, 0.034, 5
1, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, 10
2, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, 8
2, 0.42, 0.33, 0.125, 0.463, 0.186, 0.11, 0.145, 10
2, 0.53, 0.425, 0.13, 0.7585, 0.325, 0.197, 0.205, 8
1, 0.5, 0.37, 0.15, 1.0615, 0.494, 0.223, 0.296, 9
2, 0.585, 0.455, 0.13, 0.8755, 0.411, 0.2065, 0.225, 8
2, 0.43, 0.35, 0.09, 0.397, 0.1575, 0.089, 0.12, 9
2, 0.72, 0.55, 0.2, 1.9965, 0.9035, 0.469, 0.5215, 10
1, 0.655, 0.49, 0.175, 1.3585, 0.6395, 0.294, 0.365, 10
2, 0.625, 0.49, 0.145, 0.92, 0.437, 0.1735, 0.28, 10
2, 0.675, 0.525, 0.17, 1.8095, 0.784, 0.391, 0.455, 12
2, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, 12
2, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, 10
2, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, 11
2, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, 11
1, 0.485, 0.37, 0.14, 0.5725, 0.204, 0.1415, 0.175, 10
1, 0.47, 0.36, 0.135, 0.501, 0.1665, 0.115, 0.165, 10
1, 0.49, 0.39, 0.15, 0.573, 0.225, 0.124, 0.17, 21
1, 0.65, 0.525, 0.19, 1.6125, 0.777, 0.3685, 0.3965, 11
2, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, 9
1, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, 10
3, 0.575, 0.45, 0.125, 0.78, 0.3275, 0.188, 0.235, 9
2, 0.485, 0.365, 0.15, 0.9145, 0.4145, 0.199, 0.273, 7
2, 0.625, 0.48, 0.17, 1.3525, 0.6235, 0.278, 0.365, 10
2, 0.58, 0.465, 0.165, 1.1015, 0.404, 0.2095, 0.35, 11
3, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, 8
1, 0.445, 0.355, 0.11, 0.4415, 0.1805, 0.1035, 0.1505, 10
2, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, 9
1, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, 10
3, 0.455, 0.345, 0.11, 0.434, 0.207, 0.0855, 0.1215, 8
3, 0.2, 0.15, 0.04, 0.046, 0.021, 0.007, 0.0065, 4
1, 0.65, 0.545, 0.16, 1.2425, 0.487, 0.296, 0.48, 15
1, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, 10
1, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, 10
1, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, 10
1, 0.47, 0.37, 0.105, 0.4665, 0.2025, 0.1015, 0.155, 10
3, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, 9
2, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, 11
3, 0.525, 0.38, 0.135, 0.615, 0.261, 0.159, 0.175, 8
1, 0.65, 0.51, 0.175, 1.446, 0.6485, 0.2705, 0.45, 12
3, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, 13
1, 0.325, 0.23, 0.09, 0.147, 0.06, 0.034, 0.045, 4
2, 0.535, 0.445, 0.125, 0.8725, 0.417, 0.199, 0.24, 8
2, 0.515, 0.425, 0.135, 0.712, 0.2665, 0.1605, 0.25, 11
3, 0.45, 0.33, 0.105, 0.448, 0.208, 0.089, 0.12, 9
1, 0.28, 0.205, 0.1, 0.1165, 0.0545, 0.0285, 0.03, 5
3, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, 9
2, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, 10
1, 0.57, 0.435, 0.125, 0.8965, 0.383, 0.1835, 0.275, 9
1, 0.46, 0.365, 0.125, 0.467, 0.1895, 0.0945, 0.158, 10
2, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.223, 0.305, 9
1, 0.555, 0.4, 0.13, 0.7075, 0.332, 0.1585, 0.18, 7
2, 0.545, 0.415, 0.2, 1.358, 0.567, 0.318, 0.403, 10
2, 0.68, 0.5, 0.185, 1.741, 0.7665, 0.3255, 0.4685, 12
1, 0.52, 0.395, 0.125, 0.8115, 0.4035, 0.166, 0.2, 7
1, 0.67, 0.525, 0.2, 1.7405, 0.6205, 0.297, 0.657, 11
2, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, 11
3, 0.335, 0.245, 0.09, 0.1665, 0.0595, 0.04, 0.06, 6
2, 0.565, 0.445, 0.155, 0.826, 0.341, 0.2055, 0.2475, 10
1, 0.525, 0.425, 0.12, 0.702, 0.3335, 0.1465, 0.22, 12
1, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, 10
3, 0.31, 0.235, 0.09, 0.127, 0.048, 0.031, 0.04, 6
2, 0.47, 0.375, 0.125, 0.5615, 0.252, 0.137, 0.18, 10
1, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, 10
3, 0.27, 0.19, 0.06, 0.099, 0.0445, 0.017, 0.03, 5
2, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, 8
3, 0.385, 0.295, 0.085, 0.2535, 0.103, 0.0575, 0.085, 7
2, 0.67, 0.505, 0.175, 1.0145, 0.4375, 0.271, 0.3745, 10
2, 0.61, 0.475, 0.16, 1.1155, 0.3835, 0.223, 0.379, 10
3, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, 8
3, 0.385, 0.29, 0.08, 0.2485, 0.122, 0.0495, 0.065, 7
1, 0.355, 0.26, 0.085, 0.1905, 0.081, 0.0485, 0.055, 6
3, 0.245, 0.195, 0.06, 0.095, 0.0445, 0.0245, 0.026, 4
3, 0.365, 0.27, 0.085, 0.2225, 0.0935, 0.0525, 0.066, 7
1, 0.655, 0.58, 0.205, 2.0805, 0.959, 0.3415, 0.601, 17
1, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, 11
1, 0.54, 0.415, 0.13, 0.8245, 0.272, 0.226, 0.24, 13
1, 0.465, 0.35, 0.12, 0.5205, 0.2015, 0.1625, 0.185, 11
1, 0.59, 0.465, 0.155, 1.136, 0.5245, 0.2615, 0.275, 11
3, 0.57, 0.44, 0.13, 0.7665, 0.347, 0.1785, 0.202, 10
1, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, 9
2, 0.61, 0.495, 0.185, 1.153, 0.536, 0.2905, 0.245, 8
2, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, 12
1, 0.445, 0.35, 0.115, 0.3615, 0.1565, 0.0695, 0.117, 8
3, 0.45, 0.34, 0.12, 0.4925, 0.241, 0.1075, 0.12, 6
1, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, 11
2, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, 12
1, 0.495, 0.385, 0.135, 0.6335, 0.2, 0.1225, 0.26, 14
1, 0.575, 0.47, 0.165, 0.853, 0.292, 0.179, 0.35, 16
3, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, 8
2, 0.565, 0.44, 0.16, 0.915, 0.354, 0.1935, 0.32, 12
2, 0.495, 0.37, 0.12, 0.594, 0.28, 0.11, 0.1375, 7
3, 0.56, 0.445, 0.155, 0.8735, 0.3005, 0.209, 0.275, 16
3, 0.365, 0.265, 0.085, 0.213, 0.0945, 0.049, 0.06, 7
3, 0.33, 0.205, 0.095, 0.1595, 0.077, 0.032, 0.0435, 5
3, 0.38, 0.275, 0.095, 0.2505, 0.0945, 0.0655, 0.075, 6
1, 0.555, 0.425, 0.15, 0.873, 0.4625, 0.1845, 0.1965, 9
2, 0.725, 0.565, 0.21, 2.1425, 1.03, 0.487, 0.503, 14
3, 0.4, 0.31, 0.115, 0.314, 0.1545, 0.0595, 0.087, 6
3, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, 8
2, 0.46, 0.375, 0.12, 0.4605, 0.1775, 0.11, 0.15, 7
3, 0.44, 0.33, 0.135, 0.522, 0.17, 0.0905, 0.195, 16
2, 0.49, 0.38, 0.125, 0.549, 0.245, 0.1075, 0.174, 10
1, 0.53, 0.41, 0.165, 0.732, 0.189, 0.17, 0.31, 11
1, 0.51, 0.39, 0.135, 0.769, 0.3935, 0.1455, 0.19, 8
2, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, 12
3, 0.15, 0.1, 0.025, 0.015, 0.0045, 0.004, 0.005, 2
3, 0.465, 0.37, 0.1, 0.5055, 0.234, 0.11, 0.14, 7
3, 0.5, 0.395, 0.14, 0.6215, 0.2925, 0.1205, 0.195, 9
1, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, 10
1, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, 9
3, 0.42, 0.325, 0.125, 0.3915, 0.1575, 0.1025, 0.115, 9
3, 0.275, 0.215, 0.075, 0.1155, 0.0485, 0.029, 0.035, 7
3, 0.525, 0.43, 0.15, 0.7365, 0.3225, 0.161, 0.215, 11
1, 0.54, 0.42, 0.135, 0.8075, 0.3485, 0.1795, 0.235, 11
3, 0.325, 0.24, 0.075, 0.152, 0.065, 0.0305, 0.045, 6
2, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, 10
2, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, 11
1, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, 18
3, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, 8
3, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, 8
2, 0.735, 0.6, 0.22, 2.555, 1.1335, 0.44, 0.6, 11
1, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, 10
3, 0.23, 0.165, 0.06, 0.0515, 0.019, 0.0145, 0.036, 4
3, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, 9
1, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, 10
1, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, 9
1, 0.475, 0.375, 0.13, 0.5175, 0.2075, 0.1165, 0.17, 10
3, 0.57, 0.44, 0.15, 0.755, 0.3425, 0.16, 0.224, 8
1, 0.255, 0.18, 0.065, 0.079, 0.034, 0.014, 0.025, 5
1, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, 13
1, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, 10
1, 0.545, 0.45, 0.15, 0.978, 0.3365, 0.1905, 0.3, 11
1, 0.57, 0.405, 0.16, 0.9245, 0.3445, 0.2185, 0.295, 19
2, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, 12
3, 0.61, 0.465, 0.125, 0.9225, 0.436, 0.19, 0.26, 9
1, 0.465, 0.36, 0.125, 0.4365, 0.169, 0.1075, 0.145, 11
2, 0.595, 0.46, 0.14, 1.0045, 0.4655, 0.2095, 0.2515, 9
3, 0.275, 0.205, 0.075, 0.1105, 0.045, 0.0285, 0.035, 6
2, 0.44, 0.35, 0.125, 0.4035, 0.175, 0.063, 0.129, 9
3, 0.355, 0.265, 0.085, 0.2435, 0.122, 0.0525, 0.06, 6
1, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, 10
2, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, 13
3, 0.405, 0.305, 0.1, 0.268, 0.1145, 0.053, 0.085, 7
2, 0.585, 0.465, 0.14, 0.908, 0.381, 0.1615, 0.315, 13
2, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, 9
3, 0.415, 0.335, 0.1, 0.358, 0.169, 0.067, 0.105, 7
2, 0.665, 0.51, 0.175, 1.3805, 0.675, 0.2985, 0.325, 10
2, 0.72, 0.575, 0.215, 2.1, 0.8565, 0.4825, 0.602, 12
1, 0.7, 0.58, 0.205, 2.13, 0.7415, 0.49, 0.58, 20
1, 0.72, 0.575, 0.215, 2.173, 0.9515, 0.564, 0.5365, 12
1, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, 8
2, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, 12
1, 0.475, 0.355, 0.125, 0.4625, 0.186, 0.107, 0.145, 9
1, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, 10
1, 0.66, 0.535, 0.19, 1.5905, 0.6425, 0.297, 0.5175, 9
1, 0.49, 0.385, 0.125, 0.649, 0.32, 0.124, 0.1695, 8
1, 0.67, 0.525, 0.18, 1.4915, 0.728, 0.343, 0.381, 9
2, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, 17
2, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, 12
2, 0.4, 0.32, 0.11, 0.353, 0.1405, 0.0985, 0.1, 8
2, 0.6, 0.465, 0.15, 1.1025, 0.5455, 0.262, 0.25, 8
1, 0.6, 0.485, 0.175, 1.2675, 0.4995, 0.2815, 0.38, 13
1, 0.545, 0.46, 0.16, 0.8975, 0.341, 0.1655, 0.345, 10
1, 0.6, 0.48, 0.155, 1.014, 0.451, 0.1885, 0.325, 11
1, 0.575, 0.445, 0.16, 0.839, 0.4005, 0.198, 0.239, 9
2, 0.56, 0.45, 0.16, 1.0235, 0.429, 0.268, 0.3, 10
1, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, 8
3, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, 8
3, 0.365, 0.255, 0.08, 0.1985, 0.0785, 0.0345, 0.053, 5
1, 0.7, 0.55, 0.195, 1.6245, 0.675, 0.347, 0.535, 13
2, 0.71, 0.55, 0.17, 1.614, 0.743, 0.345, 0.45, 11
1, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, 10
1, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, 10
1, 0.615, 0.47, 0.175, 1.242, 0.5675, 0.287, 0.317, 11
2, 0.51, 0.375, 0.11, 0.5805, 0.2865, 0.118, 0.148, 7
2, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, 9
1, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, 8
3, 0.335, 0.25, 0.08, 0.167, 0.0675, 0.0325, 0.0575, 6
1, 0.595, 0.46, 0.14, 0.852, 0.4215, 0.2255, 0.227, 9
1, 0.695, 0.56, 0.185, 1.74, 0.885, 0.3715, 0.4375, 10
3, 0.48, 0.39, 0.145, 0.5825, 0.2315, 0.121, 0.255, 15
2, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, 9
3, 0.475, 0.35, 0.12, 0.4905, 0.2035, 0.13, 0.135, 7
2, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, 8
1, 0.55, 0.45, 0.175, 1.0985, 0.3765, 0.215, 0.4, 14
1, 0.175, 0.125, 0.04, 0.024, 0.0095, 0.006, 0.005, 4
3, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, 8
2, 0.53, 0.455, 0.165, 0.9805, 0.3155, 0.2815, 0.2965, 11
3, 0.335, 0.245, 0.09, 0.2015, 0.096, 0.0405, 0.048, 7
3, 0.525, 0.415, 0.12, 0.596, 0.2805, 0.12, 0.1695, 9
3, 0.43, 0.32, 0.1, 0.3465, 0.1635, 0.08, 0.09, 7
1, 0.62, 0.49, 0.155, 1.1, 0.505, 0.2475, 0.31, 9
2, 0.58, 0.455, 0.155, 0.8365, 0.315, 0.1385, 0.32, 18
3, 0.53, 0.415, 0.11, 0.5745, 0.2525, 0.1235, 0.189, 9
1, 0.5, 0.4, 0.145, 0.6025, 0.216, 0.138, 0.21, 11
1, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, 11
2, 0.58, 0.455, 0.16, 0.9215, 0.312, 0.196, 0.3, 17
3, 0.575, 0.44, 0.15, 0.983, 0.486, 0.215, 0.239, 8
1, 0.445, 0.345, 0.09, 0.3795, 0.143, 0.074, 0.125, 10
3, 0.55, 0.43, 0.145, 0.712, 0.3025, 0.152, 0.225, 10
1, 0.61, 0.48, 0.17, 1.137, 0.4565, 0.29, 0.347, 10
2, 0.585, 0.46, 0.15, 1.0035, 0.503, 0.2105, 0.2515, 11
3, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, 8
1, 0.44, 0.325, 0.08, 0.413, 0.144, 0.1015, 0.13, 8
3, 0.42, 0.32, 0.11, 0.3625, 0.174, 0.0635, 0.105, 7
2, 0.55, 0.41, 0.145, 0.8285, 0.3095, 0.1905, 0.25, 13
1, 0.56, 0.435, 0.18, 0.889, 0.36, 0.204, 0.25, 11
3, 0.48, 0.37, 0.125, 0.5435, 0.244, 0.101, 0.165, 9
1, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.27, 9
3, 0.505, 0.38, 0.12, 0.594, 0.2595, 0.1435, 0.18, 7
3, 0.275, 0.22, 0.08, 0.1365, 0.0565, 0.0285, 0.042, 6
1, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, 8
1, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, 12
3, 0.46, 0.36, 0.105, 0.466, 0.2225, 0.099, 0.11, 7
3, 0.52, 0.4, 0.13, 0.5825, 0.233, 0.1365, 0.18, 10
1, 0.55, 0.45, 0.17, 0.81, 0.317, 0.157, 0.22, 11
3, 0.39, 0.3, 0.1, 0.2665, 0.1105, 0.059, 0.084, 7
3, 0.445, 0.31, 0.09, 0.336, 0.1555, 0.09, 0.0855, 7
2, 0.645, 0.51, 0.2, 1.5675, 0.621, 0.367, 0.46, 12
